received_tx,177,REQUEST_FOR_QUOTE,1777a99ca8e0a748a22cee5c8015770a27774f4c4982263523a109a60fa9393e,None,1669846360.5226278
received_tx,123,REQUEST_FOR_QUOTE,614cc5c0bbbd83de0df3663898c42aa1c07ef4839e3c56e4a6dd9c1559b6fe85,None,1669846360.5367498
before_tendermint,201,REQUEST_FOR_QUOTE,1777a99ca8e0a748a22cee5c8015770a27774f4c4982263523a109a60fa9393e,None,1669846360.5436497
received_tx,122,REQUEST_FOR_QUOTE,1cb1c9622bb880512404951ebe3b98d07bd63298f8dd5b96262bf87a8aef0245,None,1669846360.5485291
received_tx,118,REQUEST_FOR_QUOTE,814311959d48b532ca45c84f9f26d2eb666ff8f938005d271246f1c75ebeffd8,None,1669846360.5543396
before_tendermint,145,REQUEST_FOR_QUOTE,614cc5c0bbbd83de0df3663898c42aa1c07ef4839e3c56e4a6dd9c1559b6fe85,None,1669846360.555366
received_tx,114,REQUEST_FOR_QUOTE,b797cbe94474afb3fee8caad47cae72b69589f37d74d56bb3b72a4369de9e822,None,1669846360.5560517
before_tendermint,117,REQUEST_FOR_QUOTE,b797cbe94474afb3fee8caad47cae72b69589f37d74d56bb3b72a4369de9e822,None,1669846360.5600233
check_tx,217,REQUEST_FOR_QUOTE,1777a99ca8e0a748a22cee5c8015770a27774f4c4982263523a109a60fa9393e,None,1669846360.5613348
check_tx,155,REQUEST_FOR_QUOTE,614cc5c0bbbd83de0df3663898c42aa1c07ef4839e3c56e4a6dd9c1559b6fe85,None,1669846360.565151
check_tx,126,REQUEST_FOR_QUOTE,b797cbe94474afb3fee8caad47cae72b69589f37d74d56bb3b72a4369de9e822,None,1669846360.5685372
before_tendermint,151,REQUEST_FOR_QUOTE,1cb1c9622bb880512404951ebe3b98d07bd63298f8dd5b96262bf87a8aef0245,None,1669846360.5731945
before_tendermint,141,REQUEST_FOR_QUOTE,814311959d48b532ca45c84f9f26d2eb666ff8f938005d271246f1c75ebeffd8,None,1669846360.5746064
