received_tx,169,REQUEST_FOR_QUOTE,e481273e5f251e4c9a09360cf103a040b4ec8c5e37f176355ad9581cba8588f7,None,1669941304.8868098
received_tx,119,REQUEST_FOR_QUOTE,306a63168ab271fb53cc520f79772e73958910ea6c8c6627843a221feb11ed9d,None,1669941304.8979948
before_tendermint,192,REQUEST_FOR_QUOTE,e481273e5f251e4c9a09360cf103a040b4ec8c5e37f176355ad9581cba8588f7,None,1669941304.9062235
received_tx,122,REQUEST_FOR_QUOTE,5e37a823211283ca861efe777038434267b183f744da0143224c34500574801e,None,1669941304.914245
before_tendermint,145,REQUEST_FOR_QUOTE,306a63168ab271fb53cc520f79772e73958910ea6c8c6627843a221feb11ed9d,None,1669941304.9207036
received_tx,120,REQUEST_FOR_QUOTE,6e3f08ca391b8729d3f0445d9340c4f5d75aafb22686ea1c4cb5d59cc7769370,None,1669941304.9232693
received_tx,115,REQUEST_FOR_QUOTE,cc8465b8645589c87872c6dfef9636902aa9a6ed27b175cec99b244ab3e144fc,None,1669941304.9236357
check_tx,211,REQUEST_FOR_QUOTE,e481273e5f251e4c9a09360cf103a040b4ec8c5e37f176355ad9581cba8588f7,None,1669941304.9280334
check_tx,156,REQUEST_FOR_QUOTE,306a63168ab271fb53cc520f79772e73958910ea6c8c6627843a221feb11ed9d,None,1669941304.9316366
before_tendermint,150,REQUEST_FOR_QUOTE,5e37a823211283ca861efe777038434267b183f744da0143224c34500574801e,None,1669941304.9374318
before_tendermint,144,REQUEST_FOR_QUOTE,6e3f08ca391b8729d3f0445d9340c4f5d75aafb22686ea1c4cb5d59cc7769370,None,1669941304.9411635
before_tendermint,137,REQUEST_FOR_QUOTE,cc8465b8645589c87872c6dfef9636902aa9a6ed27b175cec99b244ab3e144fc,None,1669941304.9433484
check_tx,159,REQUEST_FOR_QUOTE,5e37a823211283ca861efe777038434267b183f744da0143224c34500574801e,None,1669941304.946079
check_tx,152,REQUEST_FOR_QUOTE,6e3f08ca391b8729d3f0445d9340c4f5d75aafb22686ea1c4cb5d59cc7769370,None,1669941304.949158
check_tx,145,REQUEST_FOR_QUOTE,cc8465b8645589c87872c6dfef9636902aa9a6ed27b175cec99b244ab3e144fc,None,1669941304.9519699
deliver_tx,247,REQUEST_FOR_QUOTE,e481273e5f251e4c9a09360cf103a040b4ec8c5e37f176355ad9581cba8588f7,None,1669941304.961307
end_block,249,REQUEST_FOR_QUOTE,e481273e5f251e4c9a09360cf103a040b4ec8c5e37f176355ad9581cba8588f7,None,1669941304.9630632
commit_tx,295,REQUEST_FOR_QUOTE,e481273e5f251e4c9a09360cf103a040b4ec8c5e37f176355ad9581cba8588f7,None,1669941305.009086
received_tx,238,REQUEST_FOR_QUOTE,6524167abdbffa88122928bedb35d78fb459c578c70629c30d23375aef2afceb,None,1669941305.053018
check_tx,278,REQUEST_FOR_QUOTE,306a63168ab271fb53cc520f79772e73958910ea6c8c6627843a221feb11ed9d,None,1669941305.0539804
check_tx,268,REQUEST_FOR_QUOTE,5e37a823211283ca861efe777038434267b183f744da0143224c34500574801e,None,1669941305.0555022
before_tendermint,241,REQUEST_FOR_QUOTE,6524167abdbffa88122928bedb35d78fb459c578c70629c30d23375aef2afceb,None,1669941305.0559974
check_tx,259,REQUEST_FOR_QUOTE,6e3f08ca391b8729d3f0445d9340c4f5d75aafb22686ea1c4cb5d59cc7769370,None,1669941305.056861
check_tx,252,REQUEST_FOR_QUOTE,cc8465b8645589c87872c6dfef9636902aa9a6ed27b175cec99b244ab3e144fc,None,1669941305.0582209
check_tx,247,REQUEST_FOR_QUOTE,6524167abdbffa88122928bedb35d78fb459c578c70629c30d23375aef2afceb,None,1669941305.06125
received_tx,248,REQUEST_FOR_QUOTE,5c2da77323bc56ff7d9538c12d432f1892b94a725a3ec094f232060cd7b93466,None,1669941305.0689423
before_tendermint,251,REQUEST_FOR_QUOTE,5c2da77323bc56ff7d9538c12d432f1892b94a725a3ec094f232060cd7b93466,None,1669941305.0716004
check_tx,256,REQUEST_FOR_QUOTE,5c2da77323bc56ff7d9538c12d432f1892b94a725a3ec094f232060cd7b93466,None,1669941305.0764172
received_tx,258,REQUEST_FOR_QUOTE,20afc08ae497dc16f813ed1eb7e4f132fb9f6efb9d6c7b1009ad3aadf4fc5566,None,1669941305.0858276
