received_tx,62,REQUEST_FOR_QUOTE,e15ca39ca9a003685767783f62d1517c6885eb63004f339a4f9d6da74ebdd6a6,None,1665371316
received_tx,7,REQUEST_FOR_QUOTE,e28d7ce63d29b857ce0b1effcaff43f3fef0cd0d8d1da37cca1a7f18460f983c,None,1665371316
before_tendermint,84,REQUEST_FOR_QUOTE,e15ca39ca9a003685767783f62d1517c6885eb63004f339a4f9d6da74ebdd6a6,None,1665371316
received_tx,6,REQUEST_FOR_QUOTE,44992a229082ecedd49b6befee721ecedd7bdbced7206e52d1637db42d3e0516,None,1665371316
received_tx,3,REQUEST_FOR_QUOTE,de300b624a6cc3b700c7d14be6887403b3e38cc6524d5324938742bf29c25aee,None,1665371316
before_tendermint,28,REQUEST_FOR_QUOTE,e28d7ce63d29b857ce0b1effcaff43f3fef0cd0d8d1da37cca1a7f18460f983c,None,1665371316
check_tx,95,REQUEST_FOR_QUOTE,e15ca39ca9a003685767783f62d1517c6885eb63004f339a4f9d6da74ebdd6a6,None,1665371316
check_tx,37,REQUEST_FOR_QUOTE,e28d7ce63d29b857ce0b1effcaff43f3fef0cd0d8d1da37cca1a7f18460f983c,None,1665371316
received_tx,1,REQUEST_FOR_QUOTE,8f83b9f760202e67d59c4a1749b3dd18c5ee27238aed64e60b2921d4eb7c52b7,None,1665371316
received_tx,6,REQUEST_FOR_QUOTE,643e77ec8938051108ea726a0944390fcf8fcfc0db587e93758ba03a3910e985,None,1665371316
before_tendermint,4,REQUEST_FOR_QUOTE,8f83b9f760202e67d59c4a1749b3dd18c5ee27238aed64e60b2921d4eb7c52b7,None,1665371316
before_tendermint,32,REQUEST_FOR_QUOTE,44992a229082ecedd49b6befee721ecedd7bdbced7206e52d1637db42d3e0516,None,1665371316
check_tx,9,REQUEST_FOR_QUOTE,8f83b9f760202e67d59c4a1749b3dd18c5ee27238aed64e60b2921d4eb7c52b7,None,1665371316
deliver_tx,113,REQUEST_FOR_QUOTE,e15ca39ca9a003685767783f62d1517c6885eb63004f339a4f9d6da74ebdd6a6,None,1665371316
before_tendermint,27,REQUEST_FOR_QUOTE,de300b624a6cc3b700c7d14be6887403b3e38cc6524d5324938742bf29c25aee,None,1665371316
end_block,115,REQUEST_FOR_QUOTE,e15ca39ca9a003685767783f62d1517c6885eb63004f339a4f9d6da74ebdd6a6,None,1665371316
received_tx,4,REQUEST_FOR_QUOTE,8005bb972b21829dfa2881bd1c9b455a9298e4e8c634f62a0467d7d8e509fc00,None,1665371316
received_tx,1,REQUEST_FOR_QUOTE,b930c2c2700daf309e82bf47b44660689744fa53419ae333ed3d1e60eb364c29,None,1665371316
check_tx,42,REQUEST_FOR_QUOTE,44992a229082ecedd49b6befee721ecedd7bdbced7206e52d1637db42d3e0516,None,1665371316
received_tx,5,REQUEST_FOR_QUOTE,633992f9748149da66cc63faf45641de1b3532e76ddd7c52b7f8b8ef210718f7,None,1665371316
check_tx,35,REQUEST_FOR_QUOTE,de300b624a6cc3b700c7d14be6887403b3e38cc6524d5324938742bf29c25aee,None,1665371316
before_tendermint,7,REQUEST_FOR_QUOTE,633992f9748149da66cc63faf45641de1b3532e76ddd7c52b7f8b8ef210718f7,None,1665371316
before_tendermint,30,REQUEST_FOR_QUOTE,643e77ec8938051108ea726a0944390fcf8fcfc0db587e93758ba03a3910e985,None,1665371316
check_tx,12,REQUEST_FOR_QUOTE,633992f9748149da66cc63faf45641de1b3532e76ddd7c52b7f8b8ef210718f7,None,1665371316
received_tx,3,REQUEST_FOR_QUOTE,9147f4a51ae98aa293649202a12e7ee69754995102caf32b1b01ea20c1dffe21,None,1665371316
check_tx,38,REQUEST_FOR_QUOTE,643e77ec8938051108ea726a0944390fcf8fcfc0db587e93758ba03a3910e985,None,1665371316
before_tendermint,7,REQUEST_FOR_QUOTE,9147f4a51ae98aa293649202a12e7ee69754995102caf32b1b01ea20c1dffe21,None,1665371316
received_tx,8,REQUEST_FOR_QUOTE,5e66cc26a3de915108453793ce51d40195c837f7e614b8877334ab0fbcf02749,None,1665371316
received_tx,6,REQUEST_FOR_QUOTE,4073465b6dd370f3a82bfce30ca963ccce285f0d77f571fe2cfe3dfa96f8068f,None,1665371316
before_tendermint,29,REQUEST_FOR_QUOTE,8005bb972b21829dfa2881bd1c9b455a9298e4e8c634f62a0467d7d8e509fc00,None,1665371316
before_tendermint,9,REQUEST_FOR_QUOTE,4073465b6dd370f3a82bfce30ca963ccce285f0d77f571fe2cfe3dfa96f8068f,None,1665371316
check_tx,12,REQUEST_FOR_QUOTE,9147f4a51ae98aa293649202a12e7ee69754995102caf32b1b01ea20c1dffe21,None,1665371316
received_tx,5,REQUEST_FOR_QUOTE,b214dec8872c1faa987501dc0015b900891d3ebb6f2f0a72fa05e9c79bf76d33,None,1665371316
before_tendermint,9,REQUEST_FOR_QUOTE,b214dec8872c1faa987501dc0015b900891d3ebb6f2f0a72fa05e9c79bf76d33,None,1665371316
check_tx,13,REQUEST_FOR_QUOTE,4073465b6dd370f3a82bfce30ca963ccce285f0d77f571fe2cfe3dfa96f8068f,None,1665371316
received_tx,6,REQUEST_FOR_QUOTE,321aa0ab5a8fd338cbf789f6c7f41868a6c337874c21ec1a00e255eb84001eb0,None,1665371316
before_tendermint,30,REQUEST_FOR_QUOTE,b930c2c2700daf309e82bf47b44660689744fa53419ae333ed3d1e60eb364c29,None,1665371316
before_tendermint,9,REQUEST_FOR_QUOTE,321aa0ab5a8fd338cbf789f6c7f41868a6c337874c21ec1a00e255eb84001eb0,None,1665371316
check_tx,38,REQUEST_FOR_QUOTE,8005bb972b21829dfa2881bd1c9b455a9298e4e8c634f62a0467d7d8e509fc00,None,1665371316
received_tx,7,REQUEST_FOR_QUOTE,0d6fc8e2a7633608c115e59adf0b3a0d544672e086c794cd79e3dad04a61589b,None,1665371316
before_tendermint,9,REQUEST_FOR_QUOTE,0d6fc8e2a7633608c115e59adf0b3a0d544672e086c794cd79e3dad04a61589b,None,1665371316
check_tx,17,REQUEST_FOR_QUOTE,b214dec8872c1faa987501dc0015b900891d3ebb6f2f0a72fa05e9c79bf76d33,None,1665371316
before_tendermint,30,REQUEST_FOR_QUOTE,5e66cc26a3de915108453793ce51d40195c837f7e614b8877334ab0fbcf02749,None,1665371316
check_tx,17,REQUEST_FOR_QUOTE,321aa0ab5a8fd338cbf789f6c7f41868a6c337874c21ec1a00e255eb84001eb0,None,1665371316
received_tx,0,REQUEST_FOR_QUOTE,dcff8aeba673421ed043223f00ebfbcefb84263d58e2694d3f02d74b5a97ff7f,None,1665371316
check_tx,44,REQUEST_FOR_QUOTE,b930c2c2700daf309e82bf47b44660689744fa53419ae333ed3d1e60eb364c29,None,1665371316
received_tx,8,REQUEST_FOR_QUOTE,dda0ce5137222836e6f22e2b2e2ea2c56bd34a255f1e1f2f2c8d06ba7b013fd3,None,1665371316
received_tx,6,REQUEST_FOR_QUOTE,77643571bc6cbc49d549ac2ca9973272ae98fe05cd69da912bc7b1eaa999b36a,None,1665371316
check_tx,18,REQUEST_FOR_QUOTE,0d6fc8e2a7633608c115e59adf0b3a0d544672e086c794cd79e3dad04a61589b,None,1665371316
before_tendermint,4,REQUEST_FOR_QUOTE,dcff8aeba673421ed043223f00ebfbcefb84263d58e2694d3f02d74b5a97ff7f,None,1665371316
check_tx,40,REQUEST_FOR_QUOTE,5e66cc26a3de915108453793ce51d40195c837f7e614b8877334ab0fbcf02749,None,1665371316
received_tx,6,REQUEST_FOR_QUOTE,f19fe89d30121142842ec8f075ff6c4914cef143d72941e0b8dd20c8c20827d4,None,1665371316
received_tx,7,REQUEST_FOR_QUOTE,87c3af847164ce20b3da94517295bbbaf7318f5d3295a7716b2798cd52d1c127,None,1665371316
before_tendermint,31,REQUEST_FOR_QUOTE,dda0ce5137222836e6f22e2b2e2ea2c56bd34a255f1e1f2f2c8d06ba7b013fd3,None,1665371316
before_tendermint,30,REQUEST_FOR_QUOTE,77643571bc6cbc49d549ac2ca9973272ae98fe05cd69da912bc7b1eaa999b36a,None,1665371316
before_tendermint,28,REQUEST_FOR_QUOTE,f19fe89d30121142842ec8f075ff6c4914cef143d72941e0b8dd20c8c20827d4,None,1665371316
before_tendermint,30,REQUEST_FOR_QUOTE,87c3af847164ce20b3da94517295bbbaf7318f5d3295a7716b2798cd52d1c127,None,1665371316
commit_tx,206,REQUEST_FOR_QUOTE,e15ca39ca9a003685767783f62d1517c6885eb63004f339a4f9d6da74ebdd6a6,None,1665371316
check_tx,142,REQUEST_FOR_QUOTE,e28d7ce63d29b857ce0b1effcaff43f3fef0cd0d8d1da37cca1a7f18460f983c,None,1665371316
check_tx,108,REQUEST_FOR_QUOTE,8f83b9f760202e67d59c4a1749b3dd18c5ee27238aed64e60b2921d4eb7c52b7,None,1665371316
check_tx,134,REQUEST_FOR_QUOTE,44992a229082ecedd49b6befee721ecedd7bdbced7206e52d1637db42d3e0516,None,1665371316
check_tx,124,REQUEST_FOR_QUOTE,de300b624a6cc3b700c7d14be6887403b3e38cc6524d5324938742bf29c25aee,None,1665371316
received_tx,48,REQUEST_FOR_QUOTE,88ab4ec1de3d84de4e465321fa880d945781a3bbad92cb9bc3c60b0651c9631e,None,1665371316
