,validated,accepted,committed,avg_val,avg_accep,avg_comm
1239,3,8,66,,,
1240,3,9,62,,,
1241,3,9,97,,,
1242,3,9,98,,,
1243,3,9,97,,,
1244,3,8,64,,,
1245,3,8,86,,,
1246,4,9,81,,,
1247,3,9,67,,,
1248,3,9,68,,,
1249,4,9,65,,,
1250,3,8,66,,,
1251,3,9,100,,,
1252,3,8,85,,,
1253,3,9,87,,,
1254,3,8,109,,,
1255,4,9,68,,,
1256,3,9,64,,,
1257,3,8,67,,,
1258,3,9,101,,,
1259,3,9,65,,,
1260,3,9,67,,,
1261,3,9,67,,,
1262,4,9,72,,,
1263,3,8,64,,,
1264,4,9,102,,,
1265,3,9,91,,,
1266,4,10,65,,,
1267,3,9,100,,,
1268,3,8,112,,,
1269,3,10,70,,,
1270,3,9,67,,,
1271,3,8,67,,,
1272,3,9,65,,,
1273,4,9,67,,,
1274,4,9,68,,,
1275,3,8,65,,,
1276,3,9,66,,,
1277,4,9,93,,,
1278,3,9,66,,,
1279,4,9,91,,,
1280,4,11,97,,,
1281,3,9,105,,,
1282,3,9,96,,,
1283,4,9,65,,,
1284,3,9,67,,,
1285,3,9,66,,,
1286,4,10,86,,,
1287,4,9,107,,,
1288,4,10,65,,,
1289,3,9,65,,,
1290,3,8,103,,,
1291,3,8,87,,,
1292,3,9,65,,,
1293,3,9,72,,,
1294,4,9,65,,,
1295,3,9,102,,,
1296,4,10,93,,,
1297,3,9,66,,,
1298,3,9,68,,,
1299,4,9,66,,,
1300,3,9,101,,,
1301,3,9,68,,,
1302,4,9,74,,,
1303,3,8,102,,,
1304,3,8,107,,,
1305,3,8,90,,,
1306,4,10,68,,,
1307,3,9,87,,,
1308,4,9,103,,,
1309,3,8,64,,,
1310,3,9,98,,,
1311,3,9,94,,,
1312,3,9,66,,,
1313,4,9,106,,,
1314,3,9,64,,,
1315,3,9,103,,,
1316,3,9,102,,,
1317,3,9,68,,,
1318,3,9,98,,,
1319,3,9,65,,,
1320,3,9,67,,,
1321,3,9,116,,,
1322,4,10,118,,,
1323,4,9,94,,,
1324,3,8,93,,,
1325,4,10,68,,,
1326,3,8,65,,,
1327,3,8,64,,,
1328,3,9,67,,,
1329,4,10,69,,,
1330,4,9,95,,,
1331,3,8,94,,,
1332,4,10,65,,,
1333,4,9,64,,,
1334,3,8,66,,,
1335,4,10,91,,,
1336,3,9,104,,,
1337,3,8,73,,,
1338,3,9,67,,,
1339,3,8,98,,,
1340,3,9,68,,,
1341,3,10,65,,,
1342,3,9,65,,,
1343,4,9,98,,,
1344,3,9,67,,,
1345,3,9,68,,,
1346,3,9,66,,,
1347,3,8,98,,,
1348,4,9,101,,,
1349,3,9,86,,,
1350,4,10,68,,,
1351,3,9,111,,,
1352,3,8,98,,,
1353,3,9,64,,,
1354,3,8,65,,,
1355,3,9,99,,,
1356,3,8,64,,,
1357,3,9,88,,,
1358,4,9,65,,,
1359,3,9,64,,,
1360,3,8,66,,,
1361,3,9,66,,,
1362,3,8,90,,,
1363,3,9,66,,,
1364,4,9,168,,,
1365,3,8,66,,,
1366,3,9,102,,,
1367,3,9,94,,,
1368,3,8,64,,,
1369,4,10,67,,,
1370,3,9,65,,,
1371,3,9,66,,,
1372,4,10,66,,,
1373,3,9,103,,,
1374,4,10,107,,,
1375,3,9,67,,,
1376,4,9,67,,,
1377,3,8,102,,,
1378,3,9,64,,,
1379,3,9,66,,,
1380,3,9,65,,,
1381,3,9,67,,,
1382,3,9,64,,,
1383,3,9,92,,,
1384,3,9,115,,,
1385,3,8,64,,,
1386,3,9,65,,,
1387,3,9,93,,,
1388,3,9,108,,,
1389,4,9,64,,,
1390,3,8,86,,,
1391,3,8,105,,,
1392,3,9,67,,,
1393,3,9,64,,,
1394,3,9,88,,,
1395,3,9,66,,,
1396,4,10,103,,,
1397,3,8,65,,,
1398,3,9,100,,,
1399,3,9,65,,,
1400,4,9,90,,,
1401,3,10,110,,,
1402,4,9,99,,,
1403,3,8,95,,,
1404,3,9,65,,,
1405,3,9,95,,,
1406,4,9,67,,,
1407,4,9,68,,,
1408,4,9,65,,,
1409,3,9,66,,,
1410,4,10,70,,,
1411,3,9,66,,,
1412,3,9,92,,,
1413,3,10,66,,,
1414,3,9,89,,,
1415,3,9,65,,,
1416,3,9,105,,,
1417,3,8,65,,,
1418,3,8,91,,,
1419,3,9,97,,,
1420,4,10,65,,,
1421,4,9,91,,,
1422,3,9,92,,,
1423,4,9,90,,,
1424,4,10,69,,,
1425,3,9,93,,,
1426,3,9,89,,,
1427,4,9,98,,,
1428,4,9,65,,,
1429,3,9,65,,,
1430,3,8,64,,,
1431,4,10,104,,,
1432,3,8,96,,,
1433,3,9,90,,,
1434,3,9,86,,,
1435,3,9,103,,,
1436,4,9,68,,,
1437,3,9,63,,,
1438,3,9,65,,,
1439,4,9,65,,,
1440,3,9,66,,,
1441,3,9,70,,,
1442,4,11,69,,,
1443,4,10,67,,,
1444,3,8,96,,,
1445,3,9,66,,,
1446,4,9,90,,,
1447,4,10,95,,,
1448,3,8,68,,,
1449,4,9,66,,,
1450,3,9,67,,,
1451,3,9,65,,,
1452,3,9,97,,,
1453,4,9,65,,,
1454,3,8,63,,,
1455,4,9,105,,,
1456,4,10,69,,,
1457,3,9,104,,,
1458,3,8,87,,,
1459,3,9,90,,,
1460,4,10,102,,,
1461,3,9,104,,,
1462,4,10,113,,,
1463,4,10,106,,,
1464,3,9,91,,,
1465,3,9,63,,,
1466,3,10,109,,,
1467,4,9,70,,,
1468,22,31,138,,,
1469,3,8,66,,,
1470,4,9,68,,,
1471,4,10,67,,,
1472,3,9,90,,,
1473,3,8,85,,,
1474,3,10,98,,,
1475,3,8,67,,,
1476,4,9,65,,,
1477,4,10,65,,,
1478,3,9,99,,,
1479,3,10,100,,,
1480,3,8,89,,,
1481,3,8,96,,,
1482,3,9,66,,,
1483,3,10,68,,,
1484,3,9,106,,,
1485,4,9,67,,,
1486,3,8,65,,,
1487,4,10,66,,,
1488,3,9,67,,,
1489,4,9,69,,,
1490,3,9,66,,,
1491,4,10,64,,,
1492,3,9,88,,,
1493,3,8,83,,,
1494,4,10,66,,,
1495,3,9,95,,,
1496,3,8,64,,,
1497,3,8,114,,,
1498,3,8,64,,,
1499,3,9,98,,,
1500,3,9,67,,,
1501,3,8,63,,,
1502,4,10,69,,,
1503,3,9,94,,,
1504,3,8,62,,,
1505,3,8,107,,,
1506,4,9,68,,,
1507,4,9,66,,,
1508,3,9,87,,,
1509,4,9,69,,,
1510,3,8,85,,,
1511,3,9,64,,,
1512,3,9,105,,,
1513,3,8,65,,,
1514,3,8,67,,,
1515,4,9,67,,,
1516,4,10,97,,,
1517,3,8,64,,,
1518,3,8,66,,,
1519,3,8,63,,,
1520,3,8,67,,,
1521,3,9,88,,,
1522,3,9,91,,,
1523,4,9,63,,,
1524,3,8,64,,,
1525,4,10,67,,,
1526,3,8,64,,,
1527,3,9,90,,,
1528,4,11,69,,,
1529,3,8,93,,,
1530,3,9,99,,,
1531,3,9,87,,,
1532,3,9,66,,,
1533,3,9,83,,,
1534,3,10,68,,,
1535,3,9,67,,,
1536,4,9,102,,,
1537,3,8,67,,,
1538,3,9,66,,,
1539,3,10,100,,,
1540,4,9,107,,,
1541,4,10,67,,,
1542,3,9,105,,,
1543,3,8,65,,,
1544,4,9,96,,,
1545,3,9,67,,,
1546,4,9,92,,,
1547,4,9,68,,,
1548,3,9,188,,,
1549,3,9,64,,,
1550,3,9,92,,,
1551,4,9,65,,,
1552,3,9,108,,,
1553,3,10,68,,,
1554,4,10,90,,,
1555,3,9,99,,,
1556,3,8,80,,,
1557,3,9,63,,,
1558,3,9,68,,,
1559,3,9,64,,,
1560,3,9,91,,,
1561,3,9,65,,,
1562,3,9,114,,,
1563,4,9,102,,,
1564,3,9,92,,,
1565,3,9,100,,,
1566,3,9,66,,,
1567,3,8,66,,,
1568,3,9,66,,,
1569,4,9,97,,,
1570,3,9,66,,,
1571,3,9,99,,,
1572,3,9,67,,,
1573,3,8,66,,,
1574,3,9,87,,,
1575,4,9,65,,,
1576,3,8,65,,,
1577,4,9,65,,,
1578,3,9,66,,,
1579,3,9,101,,,
1580,4,10,66,,,
1581,3,9,68,,,
1582,3,9,65,,,
1583,4,9,68,,,
1584,3,8,89,,,
1585,4,10,108,,,
1586,3,8,65,,,
1587,3,8,64,,,
1588,3,9,87,,,
1589,3,9,66,,,
1590,3,9,91,,,
1591,3,165,267,,,
1592,4,9,64,,,
1593,3,9,67,,,
1594,4,10,104,,,
1595,3,10,89,,,
1596,4,10,92,,,
1597,3,8,67,,,
1598,3,9,94,,,
1599,3,9,93,,,
1600,4,9,67,,,
1601,3,9,66,,,
1602,3,9,67,,,
1603,3,8,63,,,
1604,3,9,95,,,
1605,3,10,66,,,
1606,3,9,86,,,
1607,4,9,67,,,
1608,4,9,63,,,
1609,3,8,92,,,
1610,3,8,65,,,
1611,3,8,63,,,
1612,4,9,92,,,
1613,3,8,90,,,
1614,3,8,98,,,
1615,4,12,67,,,
1616,3,8,95,,,
1617,3,9,106,,,
1618,3,9,88,,,
1619,4,10,66,,,
1620,3,9,69,,,
1621,3,9,67,,,
1622,3,8,101,,,
1623,3,9,66,,,
1624,3,8,67,,,
1625,3,9,86,,,
1626,3,9,68,,,
1627,3,9,64,,,
1628,3,9,98,,,
1629,3,8,67,,,
1630,3,8,65,,,
1631,3,8,65,,,
1632,3,9,68,,,
1633,3,9,67,,,
1634,4,10,88,,,
1635,4,9,68,,,
1636,4,9,65,,,
1637,3,9,65,,,
1638,4,10,97,,,
1639,3,9,101,,,
1640,4,9,111,,,
1641,3,8,85,,,
1642,4,9,66,,,
1643,3,9,64,,,
1644,3,8,81,,,
1645,3,9,97,,,
1646,3,9,68,,,
1647,3,9,66,,,
1648,3,9,65,,,
1649,3,8,64,,,
1650,3,8,66,,,
1651,3,9,98,,,
1652,3,9,66,,,
1653,3,9,97,,,
1654,3,9,90,,,
1655,4,9,90,,,
1656,4,9,63,,,
1657,4,9,66,,,
1658,3,9,64,,,
1659,3,9,114,,,
1660,3,8,92,,,
1661,4,10,65,,,
1662,3,9,68,,,
1663,4,9,100,,,
1664,3,8,94,,,
1665,3,8,97,,,
1666,3,9,68,,,
1667,3,10,106,,,
1668,4,9,93,,,
1669,3,8,104,,,
1670,3,9,90,,,
1671,3,8,66,,,
1672,3,9,64,,,
1673,3,9,91,,,
1674,4,9,65,,,
1675,3,9,97,,,
1676,4,9,108,,,
1677,3,9,89,,,
1678,3,8,98,,,
1679,4,9,69,,,
1680,3,9,92,,,
1681,4,10,86,,,
1682,3,9,66,,,
1683,3,9,65,,,
1684,3,9,97,,,
1685,4,9,109,,,
1686,3,9,90,,,
1687,3,9,66,,,
1688,3,9,64,,,
1689,3,9,65,,,
1690,3,8,66,,,
1691,4,9,66,,,
1692,3,9,67,,,
1693,3,8,86,,,
1694,3,9,66,,,
1695,2,8,96,,,
1696,4,9,93,,,
1697,3,8,67,,,
1698,4,10,69,,,
1699,4,10,68,,,
1700,3,9,64,,,
1701,3,9,67,,,
1702,3,9,64,,,
1703,4,10,95,,,
1704,3,9,93,,,
1705,4,9,95,,,
1706,4,9,65,,,
1707,3,8,121,,,
1708,3,8,98,,,
1709,4,9,64,,,
1710,4,9,89,,,
1711,3,8,95,,,
1712,3,8,66,,,
1713,3,8,65,,,
1714,3,8,64,,,
1715,3,9,104,,,
1716,3,10,91,,,
1717,3,9,108,,,
1718,3,9,65,,,
1719,3,9,66,,,
1720,3,9,103,,,
1721,4,10,97,,,
1722,3,9,63,,,
1723,4,9,94,,,
1724,3,8,67,,,
1725,3,9,66,,,
1726,3,9,104,,,
1727,4,10,67,,,
1728,3,10,92,,,
1729,3,8,86,,,
1730,4,9,71,,,
1731,21,29,107,,,
1732,3,9,87,,,
1733,4,10,68,,,
1734,3,8,89,,,
1735,3,8,63,,,
1736,4,9,64,,,
1737,3,9,67,,,
1738,3,9,106,,,
1739,3,8,66,,,
1740,4,9,92,,,
1741,3,8,105,,,
1742,4,9,65,,,
1743,3,9,87,,,
1744,3,9,95,,,
1745,3,9,68,,,
1746,4,9,97,,,
1747,3,8,94,,,
1748,3,9,66,,,
1749,3,9,66,,,
1750,3,8,67,,,
1751,3,8,104,,,
1752,3,9,88,,,
1753,4,9,89,,,
1754,4,9,89,,,
1755,3,9,79,,,
1756,3,9,97,,,
1757,3,8,97,,,
1758,4,9,98,,,
1759,3,9,69,,,
1760,4,9,97,,,
1761,3,9,65,,,
1762,3,8,66,,,
1763,4,10,66,,,
1764,3,9,67,,,
1765,4,9,65,,,
1766,3,8,66,,,
1767,3,9,84,,,
1768,4,9,65,,,
1769,3,9,80,,,
1770,3,9,82,,,
1771,4,9,94,,,
1772,3,10,82,,,
1773,4,9,102,,,
1774,3,9,70,,,
1775,3,10,89,,,
1776,3,9,66,,,
1777,3,9,83,,,
1778,3,9,79,,,
1779,4,9,89,,,
1780,3,9,66,,,
1781,3,9,102,,,
1782,3,9,89,,,
1783,3,9,106,,,
1784,3,8,82,,,
1785,4,9,66,,,
1786,3,10,68,,,
1787,3,8,101,,,
1788,3,8,66,,,
1789,3,9,67,,,
1790,3,8,90,,,
1791,3,8,92,,,
1792,3,8,63,,,
1793,3,8,65,,,
1794,3,9,105,,,
1795,4,10,107,,,
1796,4,9,175,,,
1797,3,8,66,,,
1798,3,9,118,,,
1799,3,9,68,,,
1800,3,9,66,,,
1801,3,9,66,,,
1802,3,9,117,,,
1803,3,9,106,,,
1804,3,9,92,,,
1805,3,9,89,,,
1806,4,9,105,,,
1807,3,9,105,,,
1808,3,9,87,,,
1809,3,9,65,,,
1810,4,10,95,,,
1811,4,9,93,,,
1812,4,11,71,,,
1813,3,9,66,,,
1814,3,9,97,,,
1815,4,9,75,,,
1816,3,9,81,,,
1817,3,9,87,,,
1818,3,9,100,,,
1819,3,9,84,,,
1820,3,8,65,,,
1821,3,9,90,,,
1822,3,8,67,,,
1823,3,8,104,,,
1824,4,9,97,,,
1825,3,9,102,,,
1826,3,9,67,,,
1827,3,9,109,,,
1828,3,9,95,,,
1829,3,9,67,,,
1830,3,8,70,,,
1831,4,10,68,,,
1832,3,8,90,,,
1833,4,10,109,,,
1834,3,13,70,,,
1835,4,9,88,,,
1836,3,9,91,,,
1837,3,9,97,,,
1838,4,9,66,,,
1839,4,9,67,,,
1840,3,8,68,,,
1841,3,10,66,,,
1842,4,9,64,,,
1843,3,9,97,,,
1844,3,9,112,,,
1845,3,9,95,,,
1846,3,9,68,,,
1847,3,8,97,,,
1848,3,9,97,,,
1849,3,9,66,,,
1850,4,9,65,,,
1851,3,9,65,,,
1852,3,8,85,,,
1853,3,8,113,,,
1854,3,9,100,,,
1855,3,9,68,,,
1856,3,9,67,,,
1857,3,9,67,,,
1858,3,8,64,,,
1859,4,10,66,,,
1860,3,8,67,,,
1861,3,9,84,,,
1862,3,8,82,,,
1863,3,8,96,,,
1864,3,9,88,,,
1865,3,9,105,,,
1866,3,9,69,,,
1867,3,9,66,,,
1868,3,8,88,,,
1869,3,8,78,,,
1870,3,9,104,,,
1871,3,8,65,,,
1872,3,9,103,,,
1873,3,9,94,,,
1874,3,9,66,,,
1875,3,9,67,,,
1876,3,8,98,,,
1877,3,9,66,,,
1878,3,9,68,,,
1879,3,9,64,,,
1880,4,10,97,,,
1881,4,9,236,,,
1882,3,9,91,,,
1883,4,9,94,,,
1884,3,9,68,,,
1885,3,9,89,,,
1886,4,9,103,,,
1887,3,9,101,,,
1888,4,9,293,,,
1889,3,9,86,,,
1890,3,9,98,,,
1891,4,10,95,,,
1892,3,8,70,,,
1893,3,8,62,,,
1894,3,9,68,,,
1895,3,9,89,,,
1896,3,9,95,,,
1897,3,9,87,,,
1898,4,9,94,,,
1899,3,8,65,,,
1900,4,10,67,,,
1901,3,9,67,,,
1902,3,9,91,,,
1903,3,8,105,,,
1904,3,9,78,,,
1905,3,10,91,,,
1906,3,9,96,,,
1907,3,8,85,,,
1908,3,9,65,,,
1909,3,9,67,,,
1910,3,9,66,,,
1911,3,9,91,,,
1912,4,9,110,,,
1913,3,8,87,,,
1914,4,9,96,,,
1915,3,9,97,,,
1916,3,8,100,,,
1917,4,10,67,,,
1918,3,9,67,,,
1919,3,9,67,,,
1920,4,9,83,,,
1921,3,8,95,,,
1922,3,8,87,,,
1923,3,8,63,,,
1924,4,9,66,,,
1925,3,9,66,,,
1926,4,9,68,,,
1927,3,9,65,,,
1928,3,8,99,,,
1929,3,9,89,,,
1930,3,8,104,,,
1931,3,9,101,,,
1932,3,9,65,,,
1933,3,8,87,,,
1934,4,10,109,,,
1935,4,9,63,,,
1936,4,10,76,,,
1937,3,8,66,,,
1938,5,11,108,,,
1939,3,9,111,,,
1940,3,9,100,,,
1941,3,9,65,,,
1942,4,9,65,,,
1943,3,9,110,,,
1944,3,9,94,,,
1945,3,9,68,,,
1946,3,9,66,,,
1947,3,8,74,,,
1948,3,8,108,,,
1949,3,8,86,,,
1950,3,8,92,,,
1951,3,9,68,,,
1952,3,9,68,,,
1953,3,9,65,,,
1954,4,9,104,,,
1955,3,10,66,,,
1956,3,9,65,,,
1957,4,9,64,,,
1958,4,9,66,,,
1959,4,9,66,,,
1960,4,9,90,,,
1961,3,9,67,,,
1962,4,9,109,,,
1963,3,9,91,,,
1964,4,9,97,,,
1965,3,9,65,,,
1966,3,9,82,,,
1967,4,9,68,,,
1968,3,9,99,,,
1969,3,9,95,,,
1970,21,29,111,,,
1971,3,8,86,,,
1972,3,8,82,,,
1973,3,9,66,,,
1974,3,8,101,,,
1975,3,8,64,,,
1976,3,8,98,,,
1977,3,9,65,,,
1978,3,9,85,,,
1979,4,9,86,,,
1980,3,9,65,,,
1981,4,10,65,,,
1982,3,8,65,,,
1983,3,9,65,,,
1984,4,9,63,,,
1985,3,9,65,,,
1986,3,9,99,,,
1987,3,9,81,,,
1988,3,9,110,,,
1989,3,8,64,,,
1990,3,9,68,,,
1991,3,9,69,,,
1992,3,8,89,,,
1993,3,9,67,,,
1994,4,10,67,,,
1995,3,9,88,,,
1996,3,8,100,,,
1997,3,9,68,,,
1998,4,10,90,,,
1999,3,8,96,,,
2000,3,9,65,,,
2001,4,9,95,,,
2002,3,9,89,,,
2003,3,9,100,,,
2004,3,8,67,,,
2005,3,8,89,,,
2006,4,10,67,,,
2007,3,9,92,,,
2008,3,9,67,,,
2009,4,9,71,,,
2010,3,9,66,,,
2011,3,8,69,,,
2012,3,9,68,,,
2013,3,9,82,,,
2014,3,8,67,,,
2015,3,8,66,,,
2016,3,8,90,,,
2017,3,9,67,,,
2018,4,10,67,,,
2019,3,8,66,,,
2020,4,10,68,,,
2021,3,9,94,,,
2022,3,9,65,,,
2023,4,9,77,,,
2024,3,9,68,,,
2025,3,9,65,,,
2026,3,9,86,,,
2027,3,9,67,,,
2028,3,9,65,,,
2029,4,10,81,,,
2030,3,9,65,,,
2031,3,9,87,,,
2032,3,9,67,,,
2033,3,9,65,,,
2034,3,9,64,,,
2035,3,9,100,,,
2036,4,9,92,,,
2037,3,8,66,,,
2038,4,9,66,,,
2039,3,9,93,,,
2040,3,9,102,,,
2041,3,9,101,,,
2042,3,9,66,,,
2043,3,9,99,,,
2044,3,9,95,,,
2045,3,9,66,,,
2046,3,9,88,,,
2047,4,10,69,,,
2048,3,8,101,,,
2049,3,9,91,,,
2050,3,9,66,,,
2051,3,8,107,,,
2052,3,9,67,,,
2053,3,9,103,,,
2054,4,9,87,,,
2055,3,9,68,,,
2056,3,9,67,,,
2057,3,9,64,,,
2058,3,9,65,,,
2059,3,9,92,,,
2060,3,9,102,,,
2061,3,8,101,,,
2062,4,10,68,,,
2063,4,9,98,,,
2064,3,9,102,,,
2065,3,8,94,,,
2066,3,8,97,,,
2067,3,9,90,,,
2068,3,9,69,,,
2069,3,9,117,,,
2070,3,8,81,,,
2071,4,10,86,,,
2072,3,9,67,,,
2073,3,8,99,,,
2074,3,9,74,,,
2075,4,9,91,,,
2076,3,9,91,,,
2077,3,9,89,,,
2078,3,9,65,,,
2079,4,10,66,,,
2080,4,9,93,,,
2081,3,9,109,,,
2082,4,11,69,,,
2083,4,9,90,,,
2084,3,9,65,,,
2085,3,9,112,,,
2086,3,9,116,,,
2087,3,9,67,,,
2088,3,9,102,,,
2089,3,9,95,,,
2090,4,10,64,,,
2091,3,9,83,,,
2092,3,8,96,,,
2093,3,9,99,,,
2094,3,8,71,,,
2095,3,9,66,,,
2096,3,9,68,,,
2097,4,9,96,,,
2098,4,9,97,,,
2099,4,9,68,,,
2100,3,8,67,,,
2101,3,9,84,,,
2102,3,9,66,,,
2103,3,9,97,,,
2104,3,9,66,,,
2105,3,9,85,,,
2106,3,8,96,,,
2107,3,9,67,,,
2108,4,9,65,,,
2109,3,9,67,,,
2110,4,10,95,,,
2111,3,9,95,,,
2112,3,9,110,,,
2113,3,9,64,,,
2114,3,9,68,,,
2115,4,9,67,,,
2116,3,9,65,,,
2117,3,9,66,,,
2118,3,9,92,,,
2119,4,9,92,,,
2120,4,9,64,,,
2121,4,9,109,,,
2122,3,8,65,,,
2123,4,9,64,,,
2124,4,10,66,,,
2125,4,11,66,,,
2126,3,8,98,,,
2127,4,10,86,,,
2128,3,9,100,,,
2129,3,9,68,,,
2130,3,9,64,,,
2131,4,9,66,,,
2132,3,9,94,,,
2133,3,9,84,,,
2134,3,9,65,,,
2135,3,9,69,,,
2136,3,8,98,,,
2137,4,10,100,,,
2138,3,9,90,,,
2139,3,9,65,,,
2140,3,10,92,,,
2141,4,9,65,,,
2142,3,9,93,,,
2143,3,9,85,,,
2144,3,9,67,,,
2145,3,9,105,,,
2146,4,9,104,,,
2147,3,8,67,,,
2148,3,9,66,,,
2149,3,9,91,,,
2150,4,9,67,,,
2151,4,9,66,,,
2152,3,9,66,,,
2153,3,9,64,,,
2154,3,9,120,,,
2155,3,9,67,,,
2156,3,8,64,,,
2157,3,10,68,,,
2158,4,10,68,,,
2159,3,8,93,,,
2160,3,9,87,,,
2161,4,9,63,,,
2162,3,9,63,,,
2163,3,9,65,,,
2164,3,9,95,,,
2165,3,9,80,,,
2166,3,8,67,,,
2167,4,9,67,,,
2168,3,9,69,,,
2169,3,9,98,,,
2170,3,9,98,,,
2171,3,8,66,,,
2172,3,8,105,,,
2173,3,9,96,,,
2174,4,9,68,,,
2175,4,10,68,,,
2176,3,9,66,,,
2177,3,9,66,,,
2178,3,8,65,,,
2179,3,8,90,,,
2180,4,10,66,,,
2181,3,9,65,,,
2182,3,9,64,,,
2183,3,9,67,,,
2184,3,9,93,,,
2185,4,10,65,,,
2186,3,9,101,,,
2187,3,9,88,,,
2188,3,9,67,,,
2189,4,10,66,,,
2190,3,9,68,,,
2191,3,8,67,,,
2192,3,9,87,,,
2193,3,9,68,,,
2194,4,9,66,,,
2195,4,9,68,,,
2196,4,9,65,,,
2197,3,9,65,,,
2198,3,9,65,,,
2199,3,8,108,,,
2200,4,9,108,,,
2201,3,9,106,,,
2202,3,9,65,,,
2203,3,10,67,,,
2204,4,10,65,,,
2205,3,9,67,,,
2206,3,9,88,,,
2207,4,10,106,,,
2208,4,10,98,,,
2209,3,9,65,,,
2210,3,9,65,,,
2211,3,9,94,,,
2212,3,9,79,,,
2213,3,8,65,,,
2214,3,8,65,,,
2215,3,9,67,,,
2216,3,8,67,,,
2217,3,10,67,,,
2218,3,8,67,,,
2219,4,9,107,,,
2220,3,9,103,,,
2221,4,9,66,,,
2222,4,9,68,,,
2223,3,9,91,,,
2224,3,9,64,,,
2225,3,9,67,,,
2226,3,9,95,,,
2227,3,9,99,,,
2228,3,8,87,,,
2229,3,9,95,,,
2230,3,8,68,,,
2231,3,8,67,,,
2232,4,9,66,,,
2233,3,9,87,,,
2234,3,9,67,,,
2235,3,9,66,,,
2236,3,9,103,,,
2237,3,9,68,,,
2238,3,9,95,,,
2239,3,9,87,,,
2240,3,9,92,,,
2241,3,9,66,,,
2242,3,9,68,,,
2243,4,9,97,,,
2244,4,10,91,,,
2245,4,9,68,,,
2246,3,8,67,,,
2247,3,8,65,,,
2248,4,9,104,,,
2249,4,9,65,,,
2250,3,9,89,,,
2251,3,9,87,,,
2252,3,10,105,,,
2253,3,9,66,,,
2254,3,9,63,,,
2255,4,10,64,,,
2256,3,9,64,,,
2257,3,8,89,,,
2258,4,9,68,,,
2259,4,9,96,,,
2260,3,9,87,,,
2261,4,9,91,,,
2262,4,10,97,,,
2263,3,8,66,,,
2264,3,10,101,,,
2265,3,9,90,,,
2266,3,9,95,,,
2267,4,9,92,,,
2268,3,9,92,,,
2269,3,8,94,,,
2270,3,9,65,,,
2271,3,9,65,,,
2272,3,9,87,,,
2273,4,10,67,,,
2274,4,10,111,,,
2275,3,8,65,,,
2276,4,10,91,,,
2277,3,10,89,,,
2278,4,10,107,,,
2279,3,10,99,,,
2280,3,9,94,,,
2281,3,9,66,,,
2282,3,9,67,,,
2283,3,9,97,,,
2284,3,9,89,,,
2285,3,8,66,,,
2286,3,9,85,,,
2287,3,9,67,,,
2288,3,9,64,,,
2289,4,10,103,,,
2290,4,9,121,,,
2291,3,9,106,,,
2292,3,9,66,,,
2293,3,8,62,,,
2294,3,9,65,,,
2295,4,10,87,,,
2296,3,9,99,,,
2297,3,9,66,,,
2298,4,9,64,,,
2299,3,9,106,,,
2300,3,9,67,,,
2301,3,8,63,,,
2302,4,9,63,,,
2303,4,9,72,,,
2304,4,9,197,,,
2305,3,8,67,,,
2306,3,9,104,,,
2307,4,9,67,,,
2308,3,9,87,,,
2309,3,9,66,,,
2310,3,9,99,,,
2311,4,9,113,,,
2312,4,9,93,,,
2313,4,10,69,,,
2314,4,9,68,,,
2315,3,8,98,,,
2316,3,9,94,,,
2317,3,9,64,,,
2318,3,8,94,,,
2319,3,9,65,,,
2320,3,9,68,,,
2321,4,10,110,,,
2322,3,8,113,,,
2323,3,9,97,,,
2324,3,9,90,,,
2325,3,8,105,,,
2326,4,9,91,,,
2327,3,9,64,,,
2328,4,9,114,,,
2329,3,9,94,,,
2330,3,9,66,,,
2331,3,8,66,,,
2332,3,9,95,,,
2333,4,9,66,,,
2334,3,9,67,,,
2335,4,10,106,,,
2336,3,9,88,,,
2337,3,9,73,,,
2338,3,9,68,,,
2339,3,9,104,,,
2340,3,9,102,,,
2341,4,10,252,,,
2342,4,9,66,,,
2343,4,10,110,,,
2344,3,9,90,,,
2345,4,9,91,,,
2346,3,10,86,,,
2347,4,10,67,,,
2348,3,9,67,,,
2349,4,9,68,,,
2350,3,9,89,,,
2351,3,8,65,,,
2352,3,9,68,,,
2353,3,9,83,,,
2354,3,9,86,,,
2355,4,9,67,,,
2356,3,8,65,,,
2357,3,9,106,,,
2358,3,9,90,,,
2359,3,10,102,,,
2360,3,9,87,,,
2361,4,10,114,,,
2362,4,9,67,,,
2363,3,9,103,,,
2364,3,8,65,,,
2365,3,9,90,,,
2366,4,9,96,,,
2367,3,9,66,,,
2368,3,9,93,,,
2369,4,9,66,,,
2370,3,9,66,,,
2371,3,8,109,,,
2372,3,8,66,,,
2373,3,9,107,,,
2374,3,8,92,,,
2375,4,9,65,,,
2376,4,10,65,,,
2377,4,10,69,,,
2378,4,9,65,,,
2379,3,8,89,,,
2380,3,9,68,,,
2381,3,8,64,,,
2382,3,9,66,,,
2383,3,9,90,,,
2384,3,9,101,,,
2385,4,9,124,,,
2386,4,9,67,,,
2387,4,10,104,,,
2388,3,9,95,,,
2389,4,11,111,,,
2390,3,9,67,,,
2391,3,9,109,,,
2392,3,9,68,,,
2393,3,9,71,,,
2394,3,9,93,,,
2395,4,10,69,,,
2396,3,9,108,,,
2397,3,9,65,,,
2398,3,8,98,,,
2399,3,8,91,,,
2400,3,8,66,,,
2401,3,9,109,,,
2402,3,9,67,,,
